latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
9.7639,24.33785,328.16,1.64,1.26,2025-02-24,1308,A,48,6.1NRT,305.37,22,D
9.861,24.98026,325.4,1.84,1.33,2025-02-24,1308,A,32,6.1NRT,308.32,17.38,D
9.19978,20.15672,331.4,1,1,2025-02-24,1308,A,56,6.1NRT,314.07,5.34,D
9.1985,20.14786,332.18,1,1,2025-02-24,1308,A,55,6.1NRT,315.55,5.71,D
8.36398,14.5763,339.79,1.87,1.34,2025-02-24,1308,A,84,6.1NRT,316.02,50.53,D
8.36139,14.55995,341.31,1.88,1.34,2025-02-24,1308,A,85,6.1NRT,316.94,57.5,D
8.37568,14.57447,334.89,1.87,1.34,2025-02-24,1308,A,77,6.1NRT,316.44,32.21,D
8.35901,14.57195,336.74,1.87,1.34,2025-02-24,1308,A,80,6.1NRT,315.53,39.22,D
8.37072,14.57011,337.46,1.87,1.34,2025-02-24,1308,A,81,6.1NRT,317.17,41.29,D
9.9029,24.96908,328.8,1.84,1.33,2025-02-24,1308,A,63,6.1NRT,307.89,26.77,D
9.49332,21.90045,337.59,1.13,1.06,2025-02-24,1308,A,78,6.1NRT,314.91,23.29,D
9.16777,19.36977,337.88,1.01,1,2025-02-24,1308,A,77,6.1NRT,314.14,17.82,D
9.57563,22.14796,334.07,1.17,1.08,2025-02-24,1308,A,71,6.1NRT,316.07,15.94,D
9.68041,22.66011,331.3,1.25,1.11,2025-02-24,1308,A,66,6.1NRT,313.88,13.58,D
9.12924,18.72649,337.29,1.03,1.02,2025-02-24,1308,A,58,6.1NRT,315.52,19.85,D
9.5979,21.84822,330.3,1.13,1.06,2025-02-24,1308,A,56,6.1NRT,314.43,9.34,D
10.00897,24.80077,339.11,1.79,1.31,2025-02-24,1308,A,83,6.1NRT,308.94,59.03,D
9.32146,19.84624,333.42,1,1,2025-02-24,1308,A,64,6.1NRT,317.19,8.15,D
10.03109,24.87905,328.4,1.82,1.32,2025-02-24,1308,A,62,6.1NRT,311.2,20.1,D
9.60985,21.66487,347.58,1.11,1.05,2025-02-24,1308,A,90,6.1NRT,319.42,38.38,D
9.62511,21.65685,347.64,1.11,1.05,2025-02-24,1308,A,90,6.1NRT,319.61,41.33,D
9.58337,21.28967,336.44,1.07,1.03,2025-02-24,1308,A,48,6.1NRT,312.16,22.33,D
9.61512,21.45042,334.07,1.09,1.04,2025-02-24,1308,A,68,6.1NRT,312.03,16.57,D
9.56864,21.11919,330.25,1.06,1.03,2025-02-24,1308,A,33,6.1NRT,316.18,7.93,D
9.61753,21.40118,335.78,1.08,1.04,2025-02-24,1308,A,72,6.1NRT,312.88,19.28,D
9.61618,21.39162,355.23,1.08,1.04,2025-02-24,1308,A,96,6.1NRT,315.9,60.68,D
8.64893,14.99691,337.8,1.72,1.29,2025-02-24,1308,A,80,6.1NRT,315.43,34.19,D
9.62663,21.39986,345.09,1.08,1.04,2025-02-24,1308,A,87,6.1NRT,314.49,35.98,D
9.62528,21.3903,399.93,1.08,1.04,2025-02-24,1308,A,100,6.1NRT,318.37,260.6,D
9.62394,21.38075,335.56,1.08,1.04,2025-02-24,1308,A,72,6.1NRT,311.17,17.95,D
9.61857,21.34264,334.48,1.08,1.04,2025-02-24,1308,A,67,6.1NRT,315.61,15.09,D
9.61723,21.33313,336.26,1.07,1.03,2025-02-24,1308,A,73,6.1NRT,317.59,17.56,D
8.66016,14.99502,339.23,1.72,1.29,2025-02-24,1308,A,82,6.1NRT,317.02,39.96,D
9.92781,23.51186,331.99,1.43,1.18,2025-02-24,1308,A,70,6.1NRT,315.22,19.24,D
9.62631,21.33181,339.47,1.07,1.03,2025-02-24,1308,A,73,6.1NRT,315.91,22.75,D
10.13472,24.97557,326.01,1.86,1.33,2025-02-24,1308,A,50,6.1NRT,308.64,18.04,D
9.66126,21.31703,329.89,1.07,1.03,2025-02-24,1308,A,34,6.1NRT,314.12,9.32,D
9.21957,18.09981,334.44,1.08,1.04,2025-02-24,1308,A,72,6.1NRT,315.6,18.29,D
9.62192,20.77518,330.55,1.03,1.02,2025-02-24,1308,A,44,6.1NRT,314.31,8.41,D
8.74798,15.03497,332.14,1.7,1.28,2025-02-24,1308,A,68,6.1NRT,316.6,20.5,D
9.45856,19.3977,339.95,1,1,2025-02-24,1308,A,80,6.1NRT,315.33,21.03,D
9.45726,19.38883,342.06,1,1,2025-02-24,1308,A,83,6.1NRT,314.75,24.95,D
9.77231,21.50971,331.05,1.1,1.04,2025-02-24,1308,A,24,6.1NRT,315.93,10.32,D
9.78147,21.50839,333.84,1.1,1.04,2025-02-24,1308,A,59,6.1NRT,315.54,15.69,D
9.97397,22.79532,333.61,1.29,1.13,2025-02-24,1308,A,72,6.1NRT,314.67,19.62,D
10.25193,24.83147,329.52,1.82,1.32,2025-02-24,1308,A,67,6.1NRT,312.03,25.77,D
9.82358,21.55597,333.61,1.1,1.05,2025-02-24,1308,A,66,6.1NRT,318.4,12.34,D
9.82222,21.54622,334.67,1.1,1.05,2025-02-24,1308,A,69,6.1NRT,318.59,13.99,D
9.41013,18.69352,332.14,1.03,1.02,2025-02-24,1308,A,63,6.1NRT,316.77,8.83,D
9.44196,18.84619,338.87,1.02,1.01,2025-02-24,1308,A,51,6.1NRT,319.16,19.11,D
9.40812,18.61912,344.81,1.04,1.02,2025-02-24,1308,A,87,6.1NRT,319.72,30.92,D
9.41702,18.61772,369.68,1.04,1.02,2025-02-24,1308,A,100,6.1NRT,320.55,98.71,D
9.41566,18.60855,351.26,1.04,1.02,2025-02-24,1308,A,93,6.1NRT,316.99,46.34,D
9.38093,18.25318,335.16,1.07,1.03,2025-02-24,1308,A,73,6.1NRT,319.63,14.57,D
9.99579,22.27023,333.33,1.2,1.09,2025-02-24,1308,A,64,6.1NRT,318.57,13.71,D
9.99435,22.25962,335.47,1.2,1.09,2025-02-24,1308,A,72,6.1NRT,319,18.27,D
9.55557,19.10703,337.59,1.01,1.01,2025-02-24,1308,A,77,6.1NRT,318.39,14.62,D
9.53648,18.91757,331.7,1.02,1.01,2025-02-24,1308,A,56,6.1NRT,316.85,9.18,D
9.60562,19.26331,335.61,1.01,1,2025-02-24,1308,A,71,6.1NRT,314.87,14.4,D
9.60431,19.25442,330.85,1.01,1,2025-02-24,1308,A,51,6.1NRT,314.07,7.62,D
9.364,17.52312,331.79,1.14,1.07,2025-02-24,1308,A,56,6.1NRT,311.83,13.77,D
10.3096,23.96661,331.05,1.57,1.23,2025-02-24,1308,A,55,6.1NRT,313.74,17.01,D
10.27605,23.72236,330.25,1.5,1.21,2025-02-24,1308,A,36,6.1NRT,314.24,13.65,D
9.50142,18.31425,333.37,1.06,1.03,2025-02-24,1308,A,69,6.1NRT,318.22,9.34,D
9.50003,18.30491,338.58,1.06,1.03,2025-02-24,1308,A,79,6.1NRT,319.65,18.42,D
10.27982,23.71618,331.35,1.5,1.21,2025-02-24,1308,A,67,6.1NRT,314.51,16.8,D
9.52827,18.37123,334.76,1.05,1.02,2025-02-24,1308,A,55,6.1NRT,318.28,11.76,D
9.52686,18.36193,343.06,1.05,1.02,2025-02-24,1308,A,85,6.1NRT,319.6,26.38,D
9.53724,18.36984,334.76,1.05,1.02,2025-02-24,1308,A,56,6.1NRT,316.2,12.95,D
9.53584,18.36054,341.61,1.05,1.02,2025-02-24,1308,A,84,6.1NRT,317.12,24.37,D
9.78542,19.92714,330.3,1,1,2025-02-24,1308,A,33,6.1NRT,315.24,9.13,D
9.72294,19.3759,331.7,1,1,2025-02-24,1308,A,56,6.1NRT,314.53,10.67,D
10.49372,24.73768,337.5,1.8,1.32,2025-02-24,1308,A,81,6.1NRT,312.5,49,D
10.49159,24.72173,340.34,1.8,1.31,2025-02-24,1308,A,84,6.1NRT,312.61,59.51,D
9.93446,20.71107,334.8,1.03,1.02,2025-02-24,1308,A,65,6.1NRT,318.43,12.2,D
8.92912,14.07446,339.47,2,1.38,2025-02-24,1308,A,82,6.1NRT,316.7,54.59,D
10.50527,24.73614,334.85,1.8,1.32,2025-02-24,1308,A,68,6.1NRT,312.57,39.49,D
10.50312,24.7202,351.92,1.8,1.31,2025-02-24,1308,A,94,6.1NRT,311.96,112.97,D
10.50098,24.70432,327.82,1.79,1.31,2025-02-24,1308,A,49,6.1NRT,308.44,18.04,D
10.43508,24.21848,338.58,1.64,1.26,2025-02-24,1308,A,82,6.1NRT,310.09,48.28,D
10.4331,24.20397,333.04,1.64,1.26,2025-02-24,1308,A,73,6.1NRT,309.05,31.04,D
10.49149,24.73099,339.79,1.8,1.32,2025-02-24,1308,A,83,6.1NRT,312.74,59.22,D
10.48948,24.71503,338.33,1.8,1.31,2025-02-24,1308,A,81,6.1NRT,311.43,51.52,D
10.50101,24.71349,345.74,1.8,1.31,2025-02-24,1308,A,89,6.1NRT,310.7,82.99,D
10.43673,24.21138,339.03,1.64,1.26,2025-02-24,1308,A,82,6.1NRT,309.69,49.1,D
10.1373,21.88783,334.48,1.15,1.07,2025-02-24,1308,A,68,6.1NRT,316.94,18.32,D
9.18031,15.42335,337.08,1.56,1.23,2025-02-24,1308,A,76,6.1NRT,315.43,30.85,D
9.17811,15.40967,332.14,1.57,1.23,2025-02-24,1308,A,63,6.1NRT,315.34,16.03,D
9.73621,18.95731,336.52,1.02,1.01,2025-02-24,1308,A,62,6.1NRT,316.55,16.93,D
9.73487,18.94834,336.18,1.02,1.01,2025-02-24,1308,A,66,6.1NRT,315.49,17.06,D
9.09741,14.62213,331.75,1.8,1.32,2025-02-24,1308,A,65,6.1NRT,317.11,20.67,D
9.65724,18.18187,335.12,1.07,1.03,2025-02-24,1308,A,73,6.1NRT,319.77,12.55,D
9.66627,18.18046,340.14,1.07,1.03,2025-02-24,1308,A,82,6.1NRT,319.52,21.11,D
10.29439,22.44085,333.56,1.24,1.11,2025-02-24,1308,A,68,6.1NRT,318.37,16.56,D
9.49108,16.92957,328.74,1.23,1.1,2025-02-24,1308,A,39,6.1NRT,313.97,10.05,D
9.38147,16.23746,337.08,1.36,1.15,2025-02-24,1308,A,77,6.1NRT,316.15,22.97,D
10.39706,23.13132,337.92,1.37,1.16,2025-02-24,1308,A,79,6.1NRT,315.17,30.11,D
10.39544,23.11917,334.12,1.37,1.16,2025-02-24,1308,A,68,6.1NRT,315.5,20.72,D
9.86086,19.17924,333.7,1.01,1,2025-02-24,1308,A,68,6.1NRT,317.5,9.49,D
9.58333,17.33528,332.23,1.16,1.07,2025-02-24,1308,A,65,6.1NRT,315.56,13.03,D
9.86046,19.11555,335.96,1.01,1,2025-02-24,1308,A,74,6.1NRT,318.33,12.82,D
9.81753,18.76419,332.04,1.02,1.01,2025-02-24,1308,A,65,6.1NRT,317.34,9.83,D
9.81619,18.75515,339.75,1.02,1.01,2025-02-24,1308,A,81,6.1NRT,318.66,21.94,D
9.77068,18.38792,336.95,1.05,1.02,2025-02-24,1308,A,77,6.1NRT,317.68,16.76,D
9.7693,18.37865,344.85,1.05,1.02,2025-02-24,1308,A,87,6.1NRT,317.17,31.79,D
10.71179,24.99655,325.97,1.9,1.35,2025-02-24,1308,A,37,6.1NRT,307.2,18.8,D
10.4615,23.14715,335.52,1.38,1.16,2025-02-24,1308,A,75,6.1NRT,316.26,23.59,D
9.82855,18.71618,337.59,1.03,1.01,2025-02-24,1308,A,78,6.1NRT,316.76,16.89,D
9.8272,18.70711,334.53,1.03,1.01,2025-02-24,1308,A,52,6.1NRT,318.17,11.53,D
9.74963,18.12331,331.1,1.07,1.03,2025-02-24,1308,A,40,6.1NRT,317.34,8.75,D
9.74822,18.11385,335.21,1.07,1.03,2025-02-24,1308,A,74,6.1NRT,317.21,15.25,D
10.70939,25.00688,329.63,1.91,1.35,2025-02-24,1308,A,50,6.1NRT,309.47,29.19,D
9.75671,18.10589,329.68,1.07,1.03,2025-02-24,1308,A,35,6.1NRT,316.26,8.1,D
10.61913,24.11513,336.52,1.62,1.25,2025-02-24,1308,A,79,6.1NRT,307.7,40.45,D
10.61726,24.10074,346.95,1.62,1.25,2025-02-24,1308,A,90,6.1NRT,309.69,76.04,D
9.47218,16.09228,334.35,1.39,1.17,2025-02-24,1308,A,71,6.1NRT,315.84,18.64,D
9.61641,16.94711,331.84,1.22,1.1,2025-02-24,1308,A,63,6.1NRT,316.24,13.14,D
10.75866,24.8308,330.85,1.85,1.33,2025-02-24,1308,A,69,6.1NRT,305.87,38.89,D
9.8447,18.32233,344.81,1.05,1.02,2025-02-24,1308,A,87,6.1NRT,317.47,32.42,D
10.04747,19.3746,344.18,1,1,2025-02-24,1308,A,64,6.1NRT,317.32,30.29,D
9.58955,16.25282,333.56,1.35,1.15,2025-02-24,1308,A,57,6.1NRT,315.43,16.08,D
9.59587,16.22744,331.94,1.35,1.15,2025-02-24,1308,A,32,6.1NRT,315.5,12.54,D
9.74721,17.00838,341.91,1.21,1.09,2025-02-24,1308,A,84,6.1NRT,314.51,36.26,D
10.46089,21.75085,336.57,1.14,1.06,2025-02-24,1308,A,53,6.1NRT,319.46,16.22,D
10.45946,21.74075,334.48,1.14,1.06,2025-02-24,1308,A,37,6.1NRT,318.12,12.46,D
9.83962,17.49027,351.71,1.13,1.06,2025-02-24,1308,A,94,6.1NRT,318.19,50.84,D
9.83811,17.48024,342.88,1.14,1.06,2025-02-24,1308,A,85,6.1NRT,319.75,29,D
9.70302,16.58966,331.1,1.28,1.12,2025-02-24,1308,A,49,6.1NRT,314.9,12.05,D
9.95843,18.21622,333.19,1.06,1.03,2025-02-24,1308,A,68,6.1NRT,319.32,10.5,D
9.8473,17.49256,335.87,1.13,1.06,2025-02-24,1308,A,74,6.1NRT,316.15,19.1,D
9.84574,17.48255,350.48,1.13,1.06,2025-02-24,1308,A,92,6.1NRT,318.57,50.43,D
9.71416,16.58123,352.56,1.28,1.12,2025-02-24,1308,A,94,6.1NRT,315.09,64.55,D
9.71238,16.56997,340.42,1.28,1.12,2025-02-24,1308,A,82,6.1NRT,314.31,30.25,D
9.97782,18.22276,331.84,1.06,1.03,2025-02-24,1308,A,57,6.1NRT,317.07,7.94,D
9.87203,17.52958,332.23,1.13,1.06,2025-02-24,1308,A,63,6.1NRT,316.69,13.63,D
11.43809,28.67227,335.61,3.85,1.83,2025-02-24,1308,A,79,6.1NRT,313.1,134.8,D
11.434,28.63818,340.77,3.82,1.83,2025-02-24,1308,A,85,6.1NRT,312.96,191.98,D
9.96765,17.78627,332.09,1.1,1.04,2025-02-24,1308,A,64,6.1NRT,317.85,11.96,D
11.42936,28.66859,332.09,3.85,1.83,2025-02-24,1308,A,73,6.1NRT,311.85,94.99,D
11.42553,28.63447,331.35,3.82,1.83,2025-02-24,1308,A,72,6.1NRT,311.07,88.73,D
10.51741,21.3762,339.11,1.1,1.05,2025-02-24,1308,A,78,6.1NRT,320,21.95,D
10.31801,19.96463,332.95,1,1,2025-02-24,1308,A,62,6.1NRT,318.21,7.99,D
9.94553,17.47161,332.18,1.13,1.06,2025-02-24,1308,A,44,6.1NRT,317.63,13.42,D
9.87015,16.98753,332.95,1.2,1.09,2025-02-24,1308,A,65,6.1NRT,313.65,19.41,D
11.44541,28.66654,329.05,3.85,1.83,2025-02-24,1308,A,66,6.1NRT,313.75,74.43,D
11.44154,28.63244,327.14,3.82,1.83,2025-02-24,1308,A,60,6.1NRT,313.45,58.23,D
10.79316,23.26539,331.84,1.42,1.18,2025-02-24,1308,A,68,6.1NRT,318.11,15.33,D
9.94861,17.36797,343.6,1.15,1.07,2025-02-24,1308,A,85,6.1NRT,318.55,36.7,D
10.16305,18.72357,332.33,1.02,1.01,2025-02-24,1308,A,63,6.1NRT,318.98,9.28,D
9.89565,16.70637,333.42,1.25,1.11,2025-02-24,1308,A,67,6.1NRT,315.24,18.89,D
10.64422,21.74315,333.79,1.14,1.07,2025-02-24,1308,A,66,6.1NRT,317.51,16.37,D
10.64279,21.73301,331.55,1.14,1.07,2025-02-24,1308,A,55,6.1NRT,317.06,12.14,D
9.85385,16.16684,330.55,1.35,1.15,2025-02-24,1308,A,55,6.1NRT,315.93,9.07,D
10.63912,21.3817,345.88,1.1,1.05,2025-02-24,1308,A,88,6.1NRT,320.53,33.11,D
10.63775,21.37193,338.25,1.1,1.05,2025-02-24,1308,A,77,6.1NRT,322,17.97,D
10.64693,21.3706,332.33,1.1,1.05,2025-02-24,1308,A,44,6.1NRT,318.99,8.29,D
11.78316,29.1564,324.01,4.25,1.91,2025-02-24,1308,A,21,6.1NRT,309.35,55.77,D
10.69362,20.14515,333.33,1.01,1.01,2025-02-24,1308,A,56,6.1NRT,318.03,11.2,D
10.99236,22.08242,342.51,1.2,1.09,2025-02-24,1308,A,84,6.1NRT,317.19,36.11,D
10.99091,22.07174,335.12,1.2,1.09,2025-02-24,1308,A,70,6.1NRT,315.84,21.06,D
11.00193,22.08106,331.25,1.2,1.09,2025-02-24,1308,A,43,6.1NRT,316.05,11.42,D
10.77601,20.39471,330.65,1.02,1.01,2025-02-24,1308,A,52,6.1NRT,315.09,7.36,D
10.77472,20.38562,338.17,1.02,1.01,2025-02-24,1308,A,77,6.1NRT,314.07,18.02,D
10.95512,21.60132,377.91,1.13,1.06,2025-02-24,1308,A,100,6.1NRT,324.7,144.02,D
10.95372,21.59125,363.4,1.13,1.06,2025-02-24,1308,A,100,6.1NRT,322.69,84.5,D
10.96584,21.61006,339.11,1.14,1.06,2025-02-24,1308,A,79,6.1NRT,319.97,21.17,D
10.96443,21.59998,335.74,1.13,1.06,2025-02-24,1308,A,73,6.1NRT,321.55,15.52,D
9.7527,13.46383,332.62,2.16,1.43,2025-02-24,1308,A,70,6.1NRT,313.65,33.87,D
9.75466,13.4566,331.35,2.16,1.43,2025-02-24,1308,A,67,6.1NRT,312.76,26.55,D
10.37576,16.5471,332.86,1.26,1.11,2025-02-24,1308,A,65,6.1NRT,316.59,17.82,D
10.757,18.99008,339.83,1.01,1,2025-02-24,1308,A,81,6.1NRT,317.82,21.56,D
10.52974,17.29086,331.45,1.14,1.06,2025-02-24,1308,A,57,6.1NRT,318.54,8.71,D
10.29779,15.78974,333,1.41,1.18,2025-02-24,1308,A,68,6.1NRT,316.92,20.73,D
10.80823,18.27602,332.38,1.04,1.02,2025-02-24,1308,A,63,6.1NRT,320.17,10.17,D
10.24206,14.49734,341.95,1.76,1.3,2025-02-24,1308,A,85,6.1NRT,315.93,58.96,D
10.39622,15.37954,335.87,1.5,1.21,2025-02-24,1308,A,56,6.1NRT,319.83,21.69,D
11.07133,19.69298,341.31,1,1,2025-02-24,1308,A,71,6.1NRT,316.85,23.82,D
10.7417,17.46954,337.84,1.11,1.05,2025-02-24,1308,A,78,6.1NRT,321.16,17.71,D
10.42792,15.37426,338.83,1.5,1.21,2025-02-24,1308,A,80,6.1NRT,316.79,29.1,D
10.42583,15.361,335.83,1.5,1.21,2025-02-24,1308,A,70,6.1NRT,319.06,20.94,D
10.43292,15.36686,331.75,1.5,1.21,2025-02-24,1308,A,29,6.1NRT,317.06,10.8,D
10.78422,17.13783,334.62,1.15,1.07,2025-02-24,1308,A,73,6.1NRT,320.25,16.61,D
10.5408,15.39768,331.99,1.49,1.2,2025-02-24,1308,A,46,6.1NRT,316.79,16.78,D
10.56396,15.40728,333.23,1.48,1.2,2025-02-24,1308,A,63,6.1NRT,316.82,18.66,D
10.6038,15.45419,336.82,1.47,1.2,2025-02-24,1308,A,78,6.1NRT,317.42,26.67,D
10.61427,15.45245,341.34,1.47,1.2,2025-02-24,1308,A,84,6.1NRT,318.06,39.29,D
10.90031,17.0652,339.39,1.16,1.07,2025-02-24,1308,A,81,6.1NRT,317.92,24.2,D
10.91907,17.06219,343.75,1.16,1.07,2025-02-24,1308,A,86,6.1NRT,318.6,34.93,D
10.70391,15.3637,346.89,1.49,1.2,2025-02-24,1308,A,90,6.1NRT,317.65,65.83,D
10.70184,15.35054,352.91,1.49,1.21,2025-02-24,1308,A,95,6.1NRT,316.08,90.24,D
10.70843,15.35764,348,1.49,1.2,2025-02-24,1308,A,91,6.1NRT,317.11,67.6,D
11.46144,20.15066,329.94,1.02,1.01,2025-02-24,1308,A,50,6.1NRT,314.05,6.21,D
11.67055,20.91043,332.04,1.08,1.04,2025-02-24,1308,A,66,6.1NRT,308.82,14.87,D
10.91887,15.82098,335.83,1.37,1.16,2025-02-24,1308,A,77,6.1NRT,317.78,25.36,D
11.17351,17.39005,344.74,1.11,1.05,2025-02-24,1308,A,69,6.1NRT,321.14,29.5,D
10.82053,15.14036,340.18,1.54,1.22,2025-02-24,1308,A,83,6.1NRT,318.22,39.07,D
11.82653,21.8308,335.65,1.19,1.09,2025-02-24,1308,A,76,6.1NRT,320.43,15.14,D
11.83605,21.82942,346.82,1.19,1.09,2025-02-24,1308,A,90,6.1NRT,321.13,39.91,D
11.83458,21.8188,338.09,1.19,1.09,2025-02-24,1308,A,80,6.1NRT,321.45,20.07,D
11.19041,17.37725,338.09,1.11,1.05,2025-02-24,1308,A,59,6.1NRT,320.72,17.38,D
11.70191,20.67731,328.44,1.06,1.03,2025-02-24,1308,A,37,6.1NRT,313.86,6.79,D
11.23168,17.41553,332.14,1.11,1.05,2025-02-24,1308,A,61,6.1NRT,318.69,10.36,D
10.94238,15.02368,339.39,1.56,1.23,2025-02-24,1308,A,82,6.1NRT,317.21,40.58,D
10.99666,15.15418,332.28,1.52,1.22,2025-02-24,1308,A,62,6.1NRT,317.82,18.06,D
10.99448,15.14073,344.78,1.53,1.22,2025-02-24,1308,A,88,6.1NRT,318.95,56.84,D
10.99167,14.98701,330.5,1.57,1.23,2025-02-24,1308,A,63,6.1NRT,313.98,21.15,D
11.06509,14.94092,332.42,1.57,1.24,2025-02-24,1308,A,66,6.1NRT,314.68,24.17,D
11.06284,14.92702,338.62,1.58,1.24,2025-02-24,1308,A,81,6.1NRT,314.04,42.23,D
10.92442,14.00792,331.65,1.86,1.33,2025-02-24,1308,A,69,6.1NRT,313.53,30.76,D
10.92149,13.99007,331.25,1.87,1.34,2025-02-24,1308,A,68,6.1NRT,314.71,28.67,D
11.1193,15.07273,336.87,1.54,1.22,2025-02-24,1308,A,78,6.1NRT,314.81,35.41,D
11.10385,14.90573,330.4,1.58,1.24,2025-02-24,1308,A,62,6.1NRT,315.55,18.62,D
10.89752,13.43541,330.75,2.07,1.4,2025-02-24,1308,A,67,6.1NRT,314.13,29.28,D
11.14771,14.87713,327.72,1.58,1.24,2025-02-24,1308,A,40,6.1NRT,313.63,13.02,D
11.01683,13.93194,332.57,1.88,1.34,2025-02-24,1308,A,71,6.1NRT,314.76,30.01,D
11.01413,13.91543,350.63,1.89,1.34,2025-02-24,1308,A,93,6.1NRT,315.52,107.63,D
11.02583,13.91336,343.06,1.89,1.34,2025-02-24,1308,A,87,6.1NRT,317.01,68.17,D
11.02349,13.92579,344.88,1.88,1.34,2025-02-24,1308,A,88,6.1NRT,314.88,75.92,D
11.02068,13.90932,344.67,1.89,1.34,2025-02-24,1308,A,88,6.1NRT,317.2,73.42,D
11.25877,14.99523,335.65,1.55,1.23,2025-02-24,1308,A,66,6.1NRT,316.71,23.89,D
11.27386,15.0207,332.52,1.54,1.22,2025-02-24,1308,A,48,6.1NRT,316.98,17.16,D
11.27167,15.00707,335.47,1.54,1.22,2025-02-24,1308,A,74,6.1NRT,317.59,24.08,D
11.09361,13.91351,339.19,1.88,1.34,2025-02-24,1308,A,82,6.1NRT,315.77,54.35,D
11.06527,13.18387,327.24,2.15,1.42,2025-02-24,1308,A,49,6.1NRT,312.55,20.98,D
12.67356,23.95077,328.55,1.7,1.28,2025-02-24,1308,A,66,6.1NRT,310.49,22.24,D
12.67161,23.93587,326.33,1.69,1.28,2025-02-24,1308,A,58,6.1NRT,310.18,16.5,D
12.68477,23.94918,333,1.7,1.28,2025-02-24,1308,A,76,6.1NRT,310.59,32.78,D
12.6828,23.9342,340.65,1.69,1.28,2025-02-24,1308,A,85,6.1NRT,310.76,58.33,D
11.38899,15.02231,329.94,1.53,1.22,2025-02-24,1308,A,48,6.1NRT,315.67,16.3,D
12.68355,23.94358,341.19,1.7,1.28,2025-02-24,1308,A,86,6.1NRT,311.63,60.57,D
11.52646,15.6407,347.35,1.38,1.16,2025-02-24,1308,A,90,6.1NRT,317.95,53.55,D
11.53663,15.639,335.16,1.38,1.16,2025-02-24,1308,A,73,6.1NRT,317.97,19.83,D
11.44156,15.04967,346.89,1.52,1.22,2025-02-24,1308,A,90,6.1NRT,316.99,64.97,D
11.43937,15.0362,345.02,1.53,1.22,2025-02-24,1308,A,88,6.1NRT,316.49,58.73,D
11.45219,15.04787,356.46,1.52,1.22,2025-02-24,1308,A,97,6.1NRT,319.31,104.92,D
11.45001,15.0344,406.14,1.53,1.22,2025-02-24,1308,A,100,6.1NRT,325.26,504.15,D
11.44782,15.02089,327.66,1.53,1.22,2025-02-24,1308,A,26,6.1NRT,311.27,10.62,D
11.43903,14.96657,361.3,1.54,1.22,2025-02-24,1308,A,100,6.1NRT,318.05,132.21,D
11.1632,13.29601,335.96,2.09,1.41,2025-02-24,1308,A,79,6.1NRT,309.44,57.33,D
11.44973,14.96475,333.98,1.54,1.22,2025-02-24,1308,A,73,6.1NRT,315.16,28.43,D
11.17547,13.29383,325.52,2.09,1.41,2025-02-24,1308,A,39,6.1NRT,307.82,17.38,D
11.21778,13.47289,334.44,2.02,1.39,2025-02-24,1308,A,77,6.1NRT,312.19,42.44,D
11.50107,15.08091,342.95,1.51,1.21,2025-02-24,1308,A,86,6.1NRT,316.35,49.61,D
11.49895,15.06752,349.59,1.51,1.21,2025-02-24,1308,A,92,6.1NRT,316.35,72.7,D
11.4753,14.91816,327.79,1.55,1.23,2025-02-24,1308,A,45,6.1NRT,308.98,19.29,D
11.49518,15.07542,344.88,1.51,1.21,2025-02-24,1308,A,88,6.1NRT,319.46,56.78,D
11.47889,14.91103,340.96,1.55,1.23,2025-02-24,1308,A,84,6.1NRT,311.17,57.53,D
12.83113,24.20053,331,1.79,1.31,2025-02-24,1308,A,73,6.1NRT,303.1,36.11,D
12.84256,24.19864,348.2,1.79,1.31,2025-02-24,1308,A,92,6.1NRT,304.23,103.48,D
11.52259,15.04324,341.76,1.52,1.22,2025-02-24,1308,A,85,6.1NRT,318.68,47.41,D
12.85398,24.19664,330.3,1.79,1.31,2025-02-24,1308,A,71,6.1NRT,300.58,35.16,D
11.53321,15.04143,358.68,1.52,1.22,2025-02-24,1308,A,99,6.1NRT,319.05,116.93,D
11.51958,14.88996,328.56,1.56,1.23,2025-02-24,1308,A,55,6.1NRT,312.28,21.9,D
11.56731,15.11791,331.65,1.5,1.21,2025-02-24,1308,A,66,6.1NRT,317.2,22.66,D
11.56518,15.10463,334.3,1.5,1.21,2025-02-24,1308,A,73,6.1NRT,315.94,28.33,D
11.5566,15.05124,330.04,1.51,1.21,2025-02-24,1308,A,44,6.1NRT,315.01,18.75,D
11.57139,15.00726,341.31,1.53,1.22,2025-02-24,1308,A,84,6.1NRT,313.18,50.78,D
11.56924,14.99374,357.61,1.53,1.22,2025-02-24,1308,A,98,6.1NRT,318.32,114.59,D
11.57492,15.00121,346.12,1.53,1.22,2025-02-24,1308,A,89,6.1NRT,314.97,66.57,D
11.57268,14.98771,332.18,1.53,1.22,2025-02-24,1308,A,66,6.1NRT,316.36,24.27,D
11.61999,15.0762,332.62,1.5,1.21,2025-02-24,1308,A,69,6.1NRT,314.25,26.11,D
11.60684,14.9958,337.21,1.53,1.22,2025-02-24,1308,A,71,6.1NRT,312.67,37.97,D
11.60242,14.96876,337.84,1.53,1.22,2025-02-24,1308,A,80,6.1NRT,315.21,38.89,D
11.61528,14.98048,343.1,1.53,1.22,2025-02-24,1308,A,87,6.1NRT,314.84,51.89,D
